id,split,diagnostic_type,diagnostic_subtype,source_mode,eval_eligible,split_policy
11f62c83,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_11f62c83_txt,real,true,auto
1322241b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1322241b_txt,real,true,auto
13892a7c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_13892a7c_txt,real,true,auto
13ad7bce,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_13ad7bce_txt,real,true,auto
144a3e31,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_144a3e31_txt,real,true,auto
1450fbc4,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1450fbc4_txt,real,true,auto
14905278,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_14905278_txt,real,true,auto
1497f970,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1497f970_txt,real,true,auto
1526c35d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1526c35d_txt,real,true,auto
155b4694,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_155b4694_txt,real,true,auto
157228d7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_157228d7_txt,real,true,auto
1580f498,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1580f498_txt,real,true,auto
15a1d279,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_15a1d279_txt,real,true,auto
163db2d8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_163db2d8_txt,real,true,auto
164b3241,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_164b3241_txt,real,true,auto
16699d43,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_16699d43_txt,real,true,auto
1779c616,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1779c616_txt,real,true,auto
17c98340,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_17c98340_txt,real,true,auto
18268687,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_18268687_txt,real,true,auto
1861c08f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1861c08f_txt,real,true,auto
1b019515,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1b019515_txt,real,true,auto
1b3beb8f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1b3beb8f_txt,real,true,auto
1bc85bd9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1bc85bd9_txt,real,true,auto
1c4861e6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1c4861e6_txt,real,true,auto
1c48f9aa,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1c48f9aa_txt,real,true,auto
1cb4d524,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1cb4d524_txt,real,true,auto
1d6c587d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1d6c587d_txt,real,true,auto
1d92ba5d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1d92ba5d_txt,real,true,auto
1da822f1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1da822f1_txt,real,true,auto
1db0c6fe,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1db0c6fe_txt,real,true,auto
1e0f6678,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1e0f6678_txt,real,true,auto
1e248995,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1e248995_txt,real,true,auto
1eaf6228,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1eaf6228_txt,real,true,auto
1ee54412,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1ee54412_txt,real,true,auto
1ef51442,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1ef51442_txt,real,true,auto
1f0674b0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1f0674b0_txt,real,true,auto
1f0fbe5f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1f0fbe5f_txt,real,true,auto
1f445c5e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1f445c5e_txt,real,true,auto
1f4c8169,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_1f4c8169_txt,real,true,auto
207ab66f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_207ab66f_txt,real,true,auto
209c43f0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_209c43f0_txt,real,true,auto
209d28ca,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_209d28ca_txt,real,true,auto
20f0fac9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_20f0fac9_txt,real,true,auto
21261dc6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_21261dc6_txt,real,true,auto
21519be7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_21519be7_txt,real,true,auto
22288152,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_22288152_txt,real,true,auto
224efda1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_224efda1_txt,real,true,auto
228bd26b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_228bd26b_txt,real,true,auto
23800316,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_23800316_txt,real,true,auto
2423926d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2423926d_txt,real,true,auto
25eb7b03,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_25eb7b03_txt,real,true,auto
25f2f2cd,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_25f2f2cd_txt,real,true,auto
260f20c1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_260f20c1_txt,real,true,auto
26168be6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_26168be6_txt,real,true,auto
26b716ed,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_26b716ed_txt,real,true,auto
26dbd20d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_26dbd20d_txt,real,true,auto
2701a005,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2701a005_txt,real,true,auto
274def88,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_274def88_txt,real,true,auto
275db7d4,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_275db7d4_txt,real,true,auto
27cec7a9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_27cec7a9_txt,real,true,auto
286135d3,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_286135d3_txt,real,true,auto
2a73a462,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2a73a462_txt,real,true,auto
2aeb5265,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2aeb5265_txt,real,true,auto
2af7134e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2af7134e_txt,real,true,auto
2afebbc3,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2afebbc3_txt,real,true,auto
2bc2a65a,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2bc2a65a_txt,real,true,auto
2c8e2e06,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2c8e2e06_txt,real,true,auto
2cc274cb,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2cc274cb_txt,real,true,auto
2cf587f6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2cf587f6_txt,real,true,auto
2d3e809c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2d3e809c_txt,real,true,auto
2dd48cac,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2dd48cac_txt,real,true,auto
2e044d8e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2e044d8e_txt,real,true,auto
2e2d60b2,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2e2d60b2_txt,real,true,auto
2e37e963,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2e37e963_txt,real,true,auto
2e9639de,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2e9639de_txt,real,true,auto
2ee39f5f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2ee39f5f_txt,real,true,auto
2f485a40,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2f485a40_txt,real,true,auto
2f5959c9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2f5959c9_txt,real,true,auto
2fb20366,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_2fb20366_txt,real,true,auto
3013265c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3013265c_txt,real,true,auto
30763ac0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_30763ac0_txt,real,true,auto
30c0d5a2,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_30c0d5a2_txt,real,true,auto
317ec3e6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_317ec3e6_txt,real,true,auto
320d8d2b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_320d8d2b_txt,real,true,auto
324f918b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_324f918b_txt,real,true,auto
32815b79,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_32815b79_txt,real,true,auto
32a812cd,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_32a812cd_txt,real,true,auto
33093ed0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_33093ed0_txt,real,true,auto
330d5ef1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_330d5ef1_txt,real,true,auto
333d93ec,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_333d93ec_txt,real,true,auto
3383d4ec,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3383d4ec_txt,real,true,auto
339149c9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_339149c9_txt,real,true,auto
347477c5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_347477c5_txt,real,true,auto
348d6225,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_348d6225_txt,real,true,auto
34c563c5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_34c563c5_txt,real,true,auto
35661801,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_35661801_txt,real,true,auto
35672155,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_35672155_txt,real,true,auto
356e927c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_356e927c_txt,real,true,auto
3580648f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3580648f_txt,real,true,auto
35a89469,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_35a89469_txt,real,true,auto
35e12b34,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_35e12b34_txt,real,true,auto
3687b4bb,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3687b4bb_txt,real,true,auto
3687bc41,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3687bc41_txt,real,true,auto
372bb422,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_372bb422_txt,real,true,auto
379d18b7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_379d18b7_txt,real,true,auto
37a2a7ff,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_37a2a7ff_txt,real,true,auto
37f04e3e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_37f04e3e_txt,real,true,auto
3831c67a,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3831c67a_txt,real,true,auto
383889e1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_383889e1_txt,real,true,auto
386b6d03,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_386b6d03_txt,real,true,auto
38e98135,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_38e98135_txt,real,true,auto
3937cbf8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3937cbf8_txt,real,true,auto
39fd934f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_39fd934f_txt,real,true,auto
3a8a4ebc,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3a8a4ebc_txt,real,true,auto
3acfa7a4,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3acfa7a4_txt,real,true,auto
3b51288b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3b51288b_txt,real,true,auto
3b7e71b2,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3b7e71b2_txt,real,true,auto
3b9e33f6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3b9e33f6_txt,real,true,auto
3bf05c35,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3bf05c35_txt,real,true,auto
3bf0875d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3bf0875d_txt,real,true,auto
3c12aeb9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3c12aeb9_txt,real,true,auto
3c424916,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3c424916_txt,real,true,auto
3c8a4e7c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3c8a4e7c_txt,real,true,auto
3e42c4f9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3e42c4f9_txt,real,true,auto
3ec77e36,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3ec77e36_txt,real,true,auto
3ee36e0a,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3ee36e0a_txt,real,true,auto
3efc46c1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3efc46c1_txt,real,true,auto
3fa49035,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_3fa49035_txt,real,true,auto
4011d4e5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4011d4e5_txt,real,true,auto
40c53743,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_40c53743_txt,real,true,auto
412a209f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_412a209f_txt,real,true,auto
4179c322,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4179c322_txt,real,true,auto
418895f5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_418895f5_txt,real,true,auto
41babefd,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_41babefd_txt,real,true,auto
41e6cbfc,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_41e6cbfc_txt,real,true,auto
422bc5b4,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_422bc5b4_txt,real,true,auto
4245e455,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4245e455_txt,real,true,auto
42553fde,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_42553fde_txt,real,true,auto
427ba852,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_427ba852_txt,real,true,auto
42cb233d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_42cb233d_txt,real,true,auto
42d4dcf7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_42d4dcf7_txt,real,true,auto
4350015c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4350015c_txt,real,true,auto
43837c5b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_43837c5b_txt,real,true,auto
43980e72,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_43980e72_txt,real,true,auto
44398869,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_44398869_txt,real,true,auto
44a57762,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_44a57762_txt,real,true,auto
44e69b7e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_44e69b7e_txt,real,true,auto
45076dc9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_45076dc9_txt,real,true,auto
4530aff6,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4530aff6_txt,real,true,auto
45582be0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_45582be0_txt,real,true,auto
45dbc1cc,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_45dbc1cc_txt,real,true,auto
45df54db,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_45df54db_txt,real,true,auto
4684abe0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4684abe0_txt,real,true,auto
47c368d8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_47c368d8_txt,real,true,auto
47dc6570,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_47dc6570_txt,real,true,auto
4895b955,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4895b955_txt,real,true,auto
49578b02,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49578b02_txt,real,true,auto
49699136,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49699136_txt,real,true,auto
49743645,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49743645_txt,real,true,auto
49919931,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49919931_txt,real,true,auto
49ac9daf,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49ac9daf_txt,real,true,auto
49bc1b7b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_49bc1b7b_txt,real,true,auto
4a569495,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4a569495_txt,real,true,auto
4a8eafe3,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4a8eafe3_txt,real,true,auto
4aabfc3b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4aabfc3b_txt,real,true,auto
4aeed935,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4aeed935_txt,real,true,auto
4b70414e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4b70414e_txt,real,true,auto
4bc6e6b5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4bc6e6b5_txt,real,true,auto
4c19c1cb,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4c19c1cb_txt,real,true,auto
4c57a53f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4c57a53f_txt,real,true,auto
4c6cf9d9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4c6cf9d9_txt,real,true,auto
4cb5e927,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4cb5e927_txt,real,true,auto
4cf073bf,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4cf073bf_txt,real,true,auto
4d1ae327,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4d1ae327_txt,real,true,auto
4d39d098,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4d39d098_txt,real,true,auto
4d714623,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4d714623_txt,real,true,auto
4d8f8111,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4d8f8111_txt,real,true,auto
4d92de08,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4d92de08_txt,real,true,auto
4dbec546,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4dbec546_txt,real,true,auto
4dcc1844,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4dcc1844_txt,real,true,auto
4df01584,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4df01584_txt,real,true,auto
4e5fa95b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4e5fa95b_txt,real,true,auto
4f06e1c0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4f06e1c0_txt,real,true,auto
4f0e0273,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4f0e0273_txt,real,true,auto
4f660f4b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4f660f4b_txt,real,true,auto
4f8da43f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4f8da43f_txt,real,true,auto
4ff92c73,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_4ff92c73_txt,real,true,auto
5039d1a0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5039d1a0_txt,real,true,auto
50630ad8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_50630ad8_txt,real,true,auto
50adc396,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_50adc396_txt,real,true,auto
50adfd54,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_50adfd54_txt,real,true,auto
50c0b6f8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_50c0b6f8_txt,real,true,auto
50f8e2c0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_50f8e2c0_txt,real,true,auto
5144897d,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5144897d_txt,real,true,auto
518d8529,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_518d8529_txt,real,true,auto
51dafb5b,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_51dafb5b_txt,real,true,auto
528ec0d8,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_528ec0d8_txt,real,true,auto
52c62a3e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_52c62a3e_txt,real,true,auto
53b48918,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_53b48918_txt,real,true,auto
54c9bde5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_54c9bde5_txt,real,true,auto
552e14d7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_552e14d7_txt,real,true,auto
553b3af9,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_553b3af9_txt,real,true,auto
55954e3c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_55954e3c_txt,real,true,auto
55f19327,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_55f19327_txt,real,true,auto
56343b77,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_56343b77_txt,real,true,auto
56c59dfd,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_56c59dfd_txt,real,true,auto
5787c3d0,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5787c3d0_txt,real,true,auto
579b4607,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_579b4607_txt,real,true,auto
585b3442,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_585b3442_txt,real,true,auto
58b9492e,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_58b9492e_txt,real,true,auto
58c4ced1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_58c4ced1_txt,real,true,auto
58f63e94,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_58f63e94_txt,real,true,auto
592107c3,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_592107c3_txt,real,true,auto
59b2cbbf,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_59b2cbbf_txt,real,true,auto
5a763686,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5a763686_txt,real,true,auto
5aeb4ba5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5aeb4ba5_txt,real,true,auto
5b06502f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5b06502f_txt,real,true,auto
5bc9b870,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5bc9b870_txt,real,true,auto
5c743e8a,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5c743e8a_txt,real,true,auto
5c938bea,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5c938bea_txt,real,true,auto
5d055504,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5d055504_txt,real,true,auto
5d44a0b2,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5d44a0b2_txt,real,true,auto
5d834875,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5d834875_txt,real,true,auto
5d89a09c,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5d89a09c_txt,real,true,auto
5d8c51ce,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5d8c51ce_txt,real,true,auto
5dc0aca5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5dc0aca5_txt,real,true,auto
5e67b1a1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5e67b1a1_txt,real,true,auto
5eea60e7,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5eea60e7_txt,real,true,auto
5f5227b5,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5f5227b5_txt,real,true,auto
5f5a73ff,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5f5a73ff_txt,real,true,auto
5f6798e1,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5f6798e1_txt,real,true,auto
5f6b6ea3,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5f6b6ea3_txt,real,true,auto
5fe8d710,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_5fe8d710_txt,real,true,auto
605e1c08,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_605e1c08_txt,real,true,auto
614408ea,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_614408ea_txt,real,true,auto
61766c6f,sft_train,numeric_equation,docs_numeric_equation_motif_override_traces_61766c6f_txt,real,true,auto
